"John R. Hicks and Kenneth J. Arrow ","Economic Sciences","1972","for their pioneering contributions to general economic equilibrium theory and welfare theory"
"Dennis Gabor ","Physics","1971","for his invention and development of the holographic method"
"Gerhard Herzberg ","Chemistry","1971","for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals"
"Earl W. Sutherland, Jr. ","Physiology or Medicine","1971","for his discoveries concerning the mechanisms of the action of hormones"
"Pablo Neruda ","Literature","1971","for a poetry that with the action of an elemental force brings alive a continent’s destiny and dreams"
"Willy Brandt ","Peace","1971","for paving the way for a meaningful dialogue between East and West"
"Simon Kuznets ","Economic Sciences","1971","for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development"
"Hannes Olof Gösta Alfvén ","Physics","1970","for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics"
"Louis Eugène Félix Néel ","Physics","1970","for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics"
"Luis F. Leloir ","Chemistry","1970","for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates"
"Sir Bernard Katz, Ulf von Euler and Julius Axelrod ","Physiology or Medicine","1970","for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"
"Aleksandr Isayevich Solzhenitsyn ","Literature","1970","for the ethical force with which he has pursued the indispensable traditions of Russian literature"
"Norman E. Borlaug ","Peace","1970","for having given a well-founded hope – the green revolution"
"Paul A. Samuelson ","Economic Sciences","1970","for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science"
"Murray Gell-Mann ","Physics","1969","for his contributions and discoveries concerning the classification of elementary particles and their interactions"
"Derek H. R. Barton and Odd Hassel ","Chemistry","1969","for their contributions to the development of the concept of conformation and its application in chemistry"
"Max Delbrück, Alfred D. Hershey and Salvador E. Luria ","Physiology or Medicine","1969","for their discoveries concerning the replication mechanism and the genetic structure of viruses"
"Samuel Beckett ","Literature","1969","for his writing, which – in new forms for the novel and drama – in the destitution of modern man acquires its elevation"
"International Labour Organization (I.L.O.) ","Peace","1969","for creating international legislation insuring certain norms for working conditions in every country"
"Ragnar Frisch and Jan Tinbergen ","Economic Sciences","1969","for having developed and applied dynamic models for the analysis of economic processes"
"Luis Walter Alvarez ","Physics","1968","for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis"
"Lars Onsager ","Chemistry","1968","for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes"
"Robert W. Holley, Har Gobind Khorana and Marshall W. Nirenberg ","Physiology or Medicine","1968","for their interpretation of the genetic code and its function in protein synthesis"
"Yasunari Kawabata ","Literature","1968","for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind"
"René Cassin ","Peace","1968","for his struggle to ensure the rights of man as stipulated in the UN Declaration"
"Hans Albrecht Bethe ","Physics","1967","for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars"
"Manfred Eigen, Ronald George Wreyford Norrish and George Porter ","Chemistry","1967","for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
"Ragnar Granit, Haldan Keffer Hartline and George Wald ","Physiology or Medicine","1967","for their discoveries concerning the primary physiological and chemical visual processes in the eye"
"Miguel Angel Asturias ","Literature","1967","for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America"
"Alfred Kastler ","Physics","1966","for the discovery and development of optical methods for studying Hertzian resonances in atoms"
"Robert S. Mulliken ","Chemistry","1966","for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method"
"Peyton Rous ","Physiology or Medicine","1966","for his discovery of tumour-inducing viruses"
"Charles Brenton Huggins ","Physiology or Medicine","1966","for his discoveries concerning hormonal treatment of prostatic cancer"
"Shmuel Yosef Agnon ","Literature","1966","for his profoundly characteristic narrative art with motifs from the life of the Jewish people"
"Nelly Sachs ","Literature","1966","for her outstanding lyrical and dramatic writing, which interprets Israel’s destiny with touching strength"
"Sin-Itiro Tomonaga, Julian Schwinger and Richard P. Feynman ","Physics","1965","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
"Robert Burns Woodward ","Chemistry","1965","for his outstanding achievements in the art of organic synthesis"
"François Jacob, André Lwoff and Jacques Monod ","Physiology or Medicine","1965","for their discoveries concerning genetic control of enzyme and virus synthesis"
"Mikhail Aleksandrovich Sholokhov ","Literature","1965","for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people"
"United Nations Children’s Fund (UNICEF) ","Peace","1965","for its effort to enhance solidarity between nations and reduce the difference between rich and poor states"
"Charles Hard Townes, Nicolay Gennadiyevich Basov and Aleksandr Mikhailovich Prokhorov ","Physics","1964","for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
"Dorothy Crowfoot Hodgkin ","Chemistry","1964","for her determinations by X-ray techniques of the structures of important biochemical substances"
"Konrad Bloch and Feodor Lynen ","Physiology or Medicine","1964","for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"
"Jean-Paul Sartre ","Literature","1964","for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age"
"Martin Luther King Jr. ","Peace","1964","for his non-violent struggle for civil rights for the Afro-American population"
"Eugene Paul Wigner ","Physics","1963","for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles"
"Maria Goeppert Mayer and J. Hans D. Jensen ","Physics","1963","for their discoveries concerning nuclear shell structure"
"Karl Ziegler and Giulio Natta ","Chemistry","1963","for their discoveries in the field of the chemistry and technology of high polymers"
"Sir John Carew Eccles, Alan Lloyd Hodgkin and Andrew Fielding Huxley ","Physiology or Medicine","1963","for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"
"Giorgos Seferis ","Literature","1963","for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
"Comité international de la Croix Rouge (International Committee of the Red Cross) and Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies) ","Peace","1963","for promoting the principles of the Geneva Convention and cooperation with the UN"
"Lev Davidovich Landau ","Physics","1962","for his pioneering theories for condensed matter, especially liquid helium"
"Max Ferdinand Perutz and John Cowdery Kendrew ","Chemistry","1962","for their studies of the structures of globular proteins"
"Francis Harry Compton Crick, James Dewey Watson and Maurice Hugh Frederick Wilkins ","Physiology or Medicine","1962","for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"
"John Steinbeck ","Literature","1962","for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
"Linus Carl Pauling ","Peace","1962","for his fight against the nuclear arms race between East and West"
"Robert Hofstadter ","Physics","1961","for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons"
"Rudolf Ludwig Mössbauer ","Physics","1961","for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name"
"Melvin Calvin ","Chemistry","1961","for his research on the carbon dioxide assimilation in plants"
"Georg von Békésy ","Physiology or Medicine","1961","for his discoveries of the physical mechanism of stimulation within the cochlea"
"Ivo Andric ","Literature","1961","for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country"
"Dag Hammarskjöld ","Peace","1961","for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter"
"Donald Arthur Glaser ","Physics","1960","for the invention of the bubble chamber"
"Willard Frank Libby ","Chemistry","1960","for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science"
"Sir Frank Macfarlane Burnet and Peter Brian Medawar ","Physiology or Medicine","1960","for discovery of acquired immunological tolerance"
"Saint-John Perse ","Literature","1960","for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time"
"Albert John Lutuli ","Peace","1960","for his non-violent struggle against apartheid"
"Emilio Gino Segrè and Owen Chamberlain ","Physics","1959","for their discovery of the antiproton"
"Jaroslav Heyrovsky ","Chemistry","1959","for his discovery and development of the polarographic methods of analysis"
"Severo Ochoa and Arthur Kornberg ","Physiology or Medicine","1959","for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"
"Salvatore Quasimodo ","Literature","1959","for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
"Philip J. Noel-Baker ","Peace","1959","for his longstanding contribution to the cause of disarmament and peace"
"Pavel Alekseyevich Cherenkov, Il´ja Mikhailovich Frank and Igor Yevgenyevich Tamm ","Physics","1958","for the discovery and the interpretation of the Cherenkov effect"
"Frederick Sanger ","Chemistry","1958","for his work on the structure of proteins, especially that of insulin"
"George Wells Beadle and Edward Lawrie Tatum ","Physiology or Medicine","1958","for their discovery that genes act by regulating definite chemical events"
"Joshua Lederberg ","Physiology or Medicine","1958","for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria"
"Boris Leonidovich Pasternak ","Literature","1958","for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition"
"Georges Pire ","Peace","1958","for his efforts to help refugees to leave their camps and return to a life of freedom and dignity"
"Chen Ning Yang and Tsung-Dao (T.D.) Lee ","Physics","1957","for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"
"Lord (Alexander R.) Todd ","Chemistry","1957","for his work on nucleotides and nucleotide co-enzymes"
"Daniel Bovet ","Physiology or Medicine","1957","for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles"
"Albert Camus ","Literature","1957","for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
"Lester Bowles Pearson ","Peace","1957","for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis"
"William Bradford Shockley, John Bardeen and Walter Houser Brattain ","Physics","1956","for their researches on semiconductors and their discovery of the transistor effect"
"Sir Cyril Norman Hinshelwood and Nikolay Nikolaevich Semenov ","Chemistry","1956","for their researches into the mechanism of chemical reactions"
"André Frédéric Cournand, Werner Forssmann and Dickinson W. Richards ","Physiology or Medicine","1956","for their discoveries concerning heart catheterization and pathological changes in the circulatory system"
"Juan Ramón Jiménez ","Literature","1956","for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
"Willis Eugene Lamb ","Physics","1955","for his discoveries concerning the fine structure of the hydrogen spectrum"
"Polykarp Kusch ","Physics","1955","for his precision determination of the magnetic moment of the electron"
"Vincent du Vigneaud ","Chemistry","1955","for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone"
"Axel Hugo Theodor Theorell ","Physiology or Medicine","1955","for his discoveries concerning the nature and mode of action of oxidation enzymes"
"Halldór Kiljan Laxness ","Literature","1955","for his vivid epic power which has renewed the great narrative art of Iceland"
"Max Born ","Physics","1954","for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction"
"Walther Bothe ","Physics","1954","for the coincidence method and his discoveries made therewith"
"Linus Carl Pauling ","Chemistry","1954","for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances"
"John Franklin Enders, Thomas Huckle Weller and Frederick Chapman Robbins ","Physiology or Medicine","1954","for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"
"Ernest Miller Hemingway ","Literature","1954","for his mastery of the art of narrative, most recently demonstrated in The Old Man and the Sea, and for the influence that he has exerted on contemporary style"
"Office of the United Nations High Commissioner for Refugees (UNHCR) ","Peace","1954","for its efforts to heal the wounds of war by providing help and protection to refugees all over the world"
"Frits Zernike ","Physics","1953","for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope"
"Hermann Staudinger ","Chemistry","1953","for his discoveries in the field of macromolecular chemistry"
"Hans Adolf Krebs ","Physiology or Medicine","1953","for his discovery of the citric acid cycle"
"Fritz Albert Lipmann ","Physiology or Medicine","1953","for his discovery of co-enzyme A and its importance for intermediary metabolism"
"Sir Winston Leonard Spencer Churchill ","Literature","1953","for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values"
"George Catlett Marshall ","Peace","1953","for proposing and supervising the plan for the economic recovery of Europe"
"Felix Bloch and Edward Mills Purcell ","Physics","1952","for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"
"Archer John Porter Martin and Richard Laurence Millington Synge ","Chemistry","1952","for their invention of partition chromatography"
"Selman Abraham Waksman ","Physiology or Medicine","1952","for his discovery of streptomycin, the first antibiotic effective against tuberculosis"
"François Mauriac ","Literature","1952","for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life"
"Albert Schweitzer ","Peace","1952","for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one"
"Sir John Douglas Cockcroft and Ernest Thomas Sinton Walton ","Physics","1951","for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"
"Edwin Mattison McMillan and Glenn Theodore Seaborg ","Chemistry","1951","for their discoveries in the chemistry of the transuranium elements"
"Max Theiler ","Physiology or Medicine","1951","for his discoveries concerning yellow fever and how to combat it"
"Pär Fabian Lagerkvist ","Literature","1951","for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind"
"Léon Jouhaux ","Peace","1951","for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations"
"Cecil Frank Powell ","Physics","1950","for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method"
"Otto Paul Hermann Diels and Kurt Alder ","Chemistry","1950","for their discovery and development of the diene synthesis"
"Edward Calvin Kendall, Tadeus Reichstein and Philip Showalter Hench ","Physiology or Medicine","1950","for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
"Earl (Bertrand Arthur William) Russell ","Literature","1950","in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought"
"Ralph Bunche ","Peace","1950","for his work as mediator in Palestine in 1948-1949"
"Hideki Yukawa ","Physics","1949","for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces"
"William Francis Giauque ","Chemistry","1949","for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures"
"Walter Rudolf Hess ","Physiology or Medicine","1949","for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs"
"Antonio Caetano de Abreu Freire Egas Moniz ","Physiology or Medicine","1949","for his discovery of the therapeutic value of leucotomy in certain psychoses"
"William Faulkner ","Literature","1949","for his powerful and artistically unique contribution to the modern American novel"
"Lord (John) Boyd Orr of Brechin ","Peace","1949","for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
"Patrick Maynard Stuart Blackett ","Physics","1948","for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation"
"Arne Wilhelm Kaurin Tiselius ","Chemistry","1948","for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins"
"Paul Hermann Müller ","Physiology or Medicine","1948","for his discovery of the high efficiency of DDT as a contact poison against several arthropods"
"Thomas Stearns Eliot ","Literature","1948","for his outstanding, pioneer contribution to present-day poetry"
"Sir Edward Victor Appleton ","Physics","1947","for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer"
"Sir Robert Robinson ","Chemistry","1947","for his investigations on plant products of biological importance, especially the alkaloids"
"Carl Ferdinand Cori and Gerty Theresa Cori, née Radnitz ","Physiology or Medicine","1947","for their discovery of the course of the catalytic conversion of glycogen"
"Bernardo Alberto Houssay ","Physiology or Medicine","1947","for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar"
"André Paul Guillaume Gide ","Literature","1947","for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"
"Friends Service Council (The Quakers) and American Friends Service Committee (The Quakers) ","Peace","1947","for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nation"
"Percy Williams Bridgman ","Physics","1946","for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics"
"James Batcheller Sumner ","Chemistry","1946","for his discovery that enzymes can be crystallized"
"John Howard Northrop and Wendell Meredith Stanley ","Chemistry","1946","for their preparation of enzymes and virus proteins in a pure form"
"Hermann Joseph Muller ","Physiology or Medicine","1946","for the discovery of the production of mutations by means of X-ray irradiation"
"Hermann Hesse ","Literature","1946","for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style"
"Emily Greene Balch ","Peace","1946","for her lifelong work for the cause of peace"
"John Raleigh Mott ","Peace","1946","for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries"
"Wolfgang Pauli ","Physics","1945","for the discovery of the Exclusion Principle, also called the Pauli Principle"
"Artturi Ilmari Virtanen ","Chemistry","1945","for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method"
"Sir Alexander Fleming, Ernst Boris Chain and Sir Howard Walter Florey ","Physiology or Medicine","1945","for the discovery of penicillin and its curative effect in various infectious diseases"
"Gabriela Mistral ","Literature","1945","for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world"
"Cordell Hull ","Peace","1945","for his indefatigable work for international understanding and his pivotal role in establishing the United Nations"
"Isidor Isaac Rabi ","Physics","1944","for his resonance method for recording the magnetic properties of atomic nuclei"
"Otto Hahn ","Chemistry","1944","for his discovery of the fission of heavy nuclei"
"Joseph Erlanger and Herbert Spencer Gasser ","Physiology or Medicine","1944","for their discoveries relating to the highly differentiated functions of single nerve fibres"
"Johannes Vilhelm Jensen ","Literature","1944","for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"
"Comité international de la Croix Rouge (International Committee of the Red Cross) ","Peace","1944","for the great work it has performed during the war on behalf of humanity"
"Otto Stern ","Physics","1943","for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton"
"George de Hevesy ","Chemistry","1943","for his work on the use of isotopes as tracers in the study of chemical processes"
"Henrik Carl Peter Dam ","Physiology or Medicine","1943","for his discovery of vitamin K"
"Edward Adelbert Doisy ","Physiology or Medicine","1943","for his discovery of the chemical nature of vitamin K"
"Ernest Orlando Lawrence ","Physics","1939","for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"
"Adolf Friedrich Johann Butenandt ","Chemistry","1939","for his work on sex hormones"
"Leopold Ruzicka ","Chemistry","1939","for his work on polymethylenes and higher terpenes"
"Gerhard Domagk ","Physiology or Medicine","1939","for the discovery of the antibacterial effects of prontosil"
"Frans Eemil Sillanpää ","Literature","1939","for his deep understanding of his country’s peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature"
"Enrico Fermi ","Physics","1938","for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons"
"Richard Kuhn ","Chemistry","1938","for his work on carotenoids and vitamins"
"Corneille Jean François Heymans ","Physiology or Medicine","1938","for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration"
"Pearl Buck ","Literature","1938","for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces"
"Office international Nansen pour les Réfugiés (Nansen International Office for Refugees) ","Peace","1938","for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe"
"Clinton Joseph Davisson and George Paget Thomson ","Physics","1937","for their experimental discovery of the diffraction of electrons by crystals"
"Walter Norman Haworth ","Chemistry","1937","for his investigations on carbohydrates and vitamin C"
"Paul Karrer ","Chemistry","1937","for his investigations on carotenoids, flavins and vitamins A and B2"
"Albert von Szent-Györgyi Nagyrápolt ","Physiology or Medicine","1937","for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid"
"Roger Martin du Gard ","Literature","1937","for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault"
"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil) ","Peace","1937","for his tireless effort in support of the League of Nations, disarmament and peace"
"Victor Franz Hess ","Physics","1936","for his discovery of cosmic radiation"
"Carl David Anderson ","Physics","1936","for his discovery of the positron"
"Petrus (Peter) Josephus Wilhelmus Debye ","Chemistry","1936","for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases"
"Sir Henry Hallett Dale and Otto Loewi ","Physiology or Medicine","1936","for their discoveries relating to chemical transmission of nerve impulses"
"Eugene Gladstone O’Neill ","Literature","1936","for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
"Carlos Saavedra Lamas ","Peace","1936","for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"
"James Chadwick ","Physics","1935","for the discovery of the neutron"
"Frédéric Joliot and Irène Joliot-Curie ","Chemistry","1935","in recognition of their synthesis of new radioactive elements"
"Hans Spemann ","Physiology or Medicine","1935","for his discovery of the organizer effect in embryonic development"
"Carl von Ossietzky ","Peace","1935","for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace"
"Harold Clayton Urey ","Chemistry","1934","for his discovery of heavy hydrogen"
"George Hoyt Whipple, George Richards Minot and William Parry Murphy ","Physiology or Medicine","1934","for their discoveries concerning liver therapy in cases of anaemia"
"Luigi Pirandello ","Literature","1934","for his bold and ingenious revival of dramatic and scenic art"
"Arthur Henderson ","Peace","1934","for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34"
"Erwin Schrödinger and Paul Adrien Maurice Dirac ","Physics","1933","for the discovery of new productive forms of atomic theory"
"Thomas Hunt Morgan ","Physiology or Medicine","1933","for his discoveries concerning the role played by the chromosome in heredity"
"Ivan Alekseyevich Bunin ","Literature","1933","for the strict artistry with which he has carried on the classical Russian traditions in prose writing"
"Sir Norman Angell (Ralph Lane) ","Peace","1933","for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace"
"Werner Karl Heisenberg ","Physics","1932","for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"
"Irving Langmuir ","Chemistry","1932","for his discoveries and investigations in surface chemistry"
"Sir Charles Scott Sherrington and Edgar Douglas Adrian ","Physiology or Medicine","1932","for their discoveries regarding the functions of neurons"
"John Galsworthy ","Literature","1932","for his distinguished art of narration which takes its highest form in The Forsyte Saga"
"Carl Bosch and Friedrich Bergius ","Chemistry","1931","in recognition of their contributions to the invention and development of chemical high pressure methods"
"Otto Heinrich Warburg ","Physiology or Medicine","1931","for his discovery of the nature and mode of action of the respiratory enzyme"
"Erik Axel Karlfeldt ","Literature","1931","The poetry of Erik Axel Karlfeldt"
"Jane Addams and Nicholas Murray Butler ","Peace","1931","for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind"
"Sir Chandrasekhara Venkata Raman ","Physics","1930","for his work on the scattering of light and for the discovery of the effect named after him"
"Hans Fischer ","Chemistry","1930","for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin"
"Karl Landsteiner ","Physiology or Medicine","1930","for his discovery of human blood groups"
"Sinclair Lewis ","Literature","1930","for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
"Lars Olof Jonathan (Nathan) Söderblom ","Peace","1930","for promoting Christian unity and helping create ‘that new attitude of mind which is necessary if peace between nations is to become reality"
"Prince Louis-Victor Pierre Raymond de Broglie ","Physics","1929","for his discovery of the wave nature of electrons"
"Arthur Harden and Hans Karl August Simon von Euler-Chelpin ","Chemistry","1929","for their investigations on the fermentation of sugar and fermentative enzymes"
"Christiaan Eijkman ","Physiology or Medicine","1929","for his discovery of the antineuritic vitamin"
"Sir Frederick Gowland Hopkins ","Physiology or Medicine","1929","for his discovery of the growth-stimulating vitamins"
"Thomas Mann ","Literature","1929","principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature"
"Frank Billings Kellogg ","Peace","1929","for his crucial role in bringing about the Briand-Kellogg Pact"
"Owen Willans Richardson ","Physics","1928","for his work on the thermionic phenomenon and especially for the discovery of the law named after him"
"Adolf Otto Reinhold Windaus ","Chemistry","1928","for the services rendered through his research into the constitution of the sterols and their connection with the vitamins"
"Charles Jules Henri Nicolle ","Physiology or Medicine","1928","for his work on typhus"
"Sigrid Undset ","Literature","1928","principally for her powerful descriptions of Northern life during the Middle Ages"
"Arthur Holly Compton ","Physics","1927","for his discovery of the effect named after him"
"Charles Thomson Rees Wilson ","Physics","1927","for his method of making the paths of electrically charged particles visible by condensation of vapour"
"Heinrich Otto Wieland ","Chemistry","1927","for his investigations of the constitution of the bile acids and related substances"
"Julius Wagner-Jauregg ","Physiology or Medicine","1927","for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica"
"Henri Bergson ","Literature","1927","in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented"
"Ferdinand Buisson and Ludwig Quidde ","Peace","1927","for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation"
"Jean Baptiste Perrin ","Physics","1926","for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium"
"The (Theodor) Svedberg ","Chemistry","1926","for his work on disperse systems"
"Johannes Andreas Grib Fibiger ","Physiology or Medicine","1926","for his discovery of the Spiroptera carcinoma"
"Grazia Deledda ","Literature","1926","for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general"
"Aristide Briand and Gustav Stresemann ","Peace","1926","for their crucial role in bringing about the Locarno Treaty"
"James Franck and Gustav Ludwig Hertz ","Physics","1925","for their discovery of the laws governing the impact of an electron upon an atom"
"Richard Adolf Zsigmondy ","Chemistry","1925","for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
"George Bernard Shaw ","Literature","1925","for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
"Sir Austen Chamberlain ","Peace","1925","for his crucial role in bringing about the Locarno Treaty"
"Charles Gates Dawes ","Peace","1925","for his crucial role in bringing about the Dawes Plan"
"Karl Manne Georg Siegbahn ","Physics","1924","for his discoveries and research in the field of X-ray spectroscopy"
"Willem Einthoven ","Physiology or Medicine","1924","for his discovery of the mechanism of the electrocardiogram"
"Wladyslaw Stanislaw Reymont ","Literature","1924","for his great national epic, The Peasants"
"Robert Andrews Millikan ","Physics","1923","for his work on the elementary charge of electricity and on the photoelectric effect"
"Fritz Pregl ","Chemistry","1923","for his invention of the method of micro-analysis of organic substances"
"Frederick Grant Banting and John James Rickard Macleod ","Physiology or Medicine","1923","for the discovery of insulin"
"William Butler Yeats ","Literature","1923","for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
"Niels Henrik David Bohr ","Physics","1922","for his services in the investigation of the structure of atoms and of the radiation emanating from them"
"Francis William Aston ","Chemistry","1922","for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
"Archibald Vivian Hill ","Physiology or Medicine","1922","for his discovery relating to the production of heat in the muscle"
"Otto Fritz Meyerhof ","Physiology or Medicine","1922","for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle"
"Jacinto Benavente ","Literature","1922","for the happy manner in which he has continued the illustrious traditions of the Spanish drama"
"Fridtjof Nansen ","Peace","1922","for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations’ High Commissioner for refugees"
"Albert Einstein ","Physics","1921","for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"
"Frederick Soddy ","Chemistry","1921","for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
"Anatole France ","Literature","1921","in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
